"FNO","NAME","TYPE","PHONE","ADDRESS","SCORE","THEME","POSTER","IMAGES","TIME","PARKING","CONTENT","HIT","PRICE","JJIMCOUNT","REPLYCOUNT","LIKECOUNT","RDAYS"
2103,"심슨탕","한식-찌개전문","(02) 556-6392","서울 강남구 역삼동 619-15",3.9,"술 마시는 친구와 함께 , 일상데이트 , 점심식사 , 비오는날 , 더운날 , 국물요리 , 매운음식","/restaurant/restimg/006/zzmenuimg/h1205664_z.jpg","/restaurant/restimg/006/menuimg/h1205664.jpg,/restaurant/restimg/006/menuimg/h1205669.jpg,/restaurant/restimg/006/menuimg/h12056619.jpg,/restaurant/restimg/006/menuimg/h1205661.jpg,/restaurant/restimg/006/menuimg/h1205662.jpg,/restaurant/restimg/006/menuimg/h1205663.jpg,/restaurant/restimg/006/h120566a.jpg","11:30 ~ 23:00","5대, 주차방법: 유료, 주차장소: 임대","진한 사골 국물의 사골 부대찌개가 맛있는 강남 “심슨탕”을 소개한다. 깔끔하고 세련된 느낌의 인테리어로, 편안한 분위기에서 식사할 수 있는 공간이다. “심슨탕”의 사골 부대찌개는 사골과 양지를 12시간 이상 푹 끓여내 그 맛이 더욱 깊고 진하다. 부대찌개 주문시 부대볶음과 같은 색다르고 신선한 사이드 메뉴 또한 주문이 가능해 더욱 인기가 좋다. 강남에서 맛있는 부대찌개, 색다른 사골 부대찌개를 먹고싶다면 “심슨탕”에 방문해보는 것은 어떨까.",0,"5,000 ~ 10,000원",0,0,0,1347891112151718202225272831
2104,"후쿠오카함바그 뉴코아아울렛덕천점","일식-기타","(051) 366-2440","부산 북구 덕천동 398-2 뉴코아아울렛 6층",4.3,"가족외식 , 어른과 함께라면 , 술 못마시는 친구와 함께 , 외국 현지 음식(for 외국인) , 소개팅 , 일상데이트 , 점심식사 , 브런치 , 구이 , 스테이크 , 한우전문점 , 부산 국제영화제 , 부산 불꽃축제","/restaurant/restimg/005/zzmenuimg/j6005854_z.jpg","/restaurant/restimg/005/menuimg/j6005854.jpg,/restaurant/restimg/005/menuimg/j60058524.jpg,/restaurant/restimg/005/menuimg/j6005851.jpg,/restaurant/restimg/005/menuimg/j60058535.jpg,/restaurant/restimg/005/menuimg/j60058536.jpg,/restaurant/restimg/005/menuimg/j60058569.jpg,/restaurant/restimg/005/menuimg/j60058570.jpg,/restaurant/restimg/005/j600585a.jpg","10:30 ~ 22:00","주차가능, 주차방법: 무료, 주차장소: 전용","후쿠오카 함바그는 정형화된 스테이크에서 벗어나 동양식 조리법과 식재료를 접목시켜 우리에게 맞는 맛을 선보인 와규 함바그입니다. 익혀지지 않은 상태로 동그랗게 빚어진 함바그를 조금씩 떼어 1인용 스톤에 원하는 양과 굽기로 구워먹을 수 있는 방식입니다. 100% 와규함바그로 살짝 덜 익혀먹으면 최고의 육즙과 향을 느낄 수 있습니다. '와규는 비싸다' 라는 고정관념을 깨트린 후쿠오카 함바그는 1만원대의 부담없는 가격으로 와규를 즐길 수 있습니다. 함바그 사이즈는 XS, S, M, L 로 구성되어 있어 원하는 크기를 기호에 맞게 선택 가능합니다. 직접 구워먹기 번거로운 분들을 위한 함박 스테이크, 함바그와 먹으면 좋은 샐러드파스타, 와규알찬비빔밥 등의 메뉴를 세트메뉴로 만날 수 있습니다.",0,"5,000 ~ 10,000원",0,0,0,234568121621262931
2105,"화통해물짬뽕","중식-일반","(031) 702-1787","경기 성남시 분당구 분당동 100-2 1층",4.1,"가족외식 , 일상데이트 , 점심식사 , 비오는날 , 주차공간 , 배달 가능 , 포장 가능 , 국물요리 , 중식 면요리 , 블랙데이","/restaurant/restimg/000/zzmenuimg/c40251010_z.jpg","/restaurant/restimg/000/menuimg/c40251010.jpg,/restaurant/restimg/000/menuimg/c40251029.jpg,/restaurant/restimg/000/menuimg/c40251018.jpg,/restaurant/restimg/000/menuimg/c40251015.jpg,/restaurant/restimg/000/menuimg/c40251028.jpg,/restaurant/restimg/000/menuimg/c4025101.jpg,/restaurant/restimg/000/c402510a.jpg","11:00 ~ 21:20","4대, 주차방법: 무료, 주차장소: 업소앞","얼큰한 해물짬뽕으로 유명한 곳으로, 콩나물이 들어가 국물이 시원하다. 짬뽕의 매운 단계를 선택하여 주문할 수 있다. 모든 면발에는 메밀, 감자, 옥수수, 검은깨, 녹차잎 등이 들어가 몸에도 좋고 쫄깃하다. 가격도 적당해서 인근 주민들이 많이 찾는다.",0,"5,000 ~ 10,000원",0,0,0,124101213141820242528
2106,"팽현숙의옛날순대국","한식-일반한식","(031) 256-5292","경기 수원시 팔달구 우만동 472-7",3.4,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 전통 한국 음식(for 외국인) , 일상데이트 , 특별한 날엔 , 점심식사 , 비오는날 , 더운날 , 전망 좋은 곳 , 주차공간 , 24시간 맛집 , 포장 가능 , 국물요리 , 밥 , 몸보신","/restaurant/restimg/005/zzmenuimg/h4936354_z.jpg","/restaurant/restimg/005/menuimg/h4936354.jpg,/restaurant/restimg/005/menuimg/h49363512.jpg,/restaurant/restimg/005/menuimg/h49363514.jpg,/restaurant/restimg/005/menuimg/h4936351.jpg,/restaurant/restimg/005/menuimg/h4936352.jpg,/restaurant/restimg/005/menuimg/h4936353.jpg,/restaurant/restimg/005/h493635a.jpg","10:00 ~ 22:00","10대, 주차방법: 무료, 주차장소: 전용","우만동 순대국집 ""팽현숙의옛날순대국""을 소개합니다. 모든 순대를 직접 만들며 한국건강음식 연구소에서 건강음식으로 인정 받은 업소입니다. 돼지고유의 향을 나지 않게 하고 건강을 위하여 한약재료를 사용하여 사골국물과 음식을 조리하며 모든재료는 국내산을 이용합니다 경기도 문화재인 창룡문 앞에 위치하였으며 단체석이 완비되어 관광객,단체손님을 환영합니다.",0,"10,000 ~ 20,000원",0,0,0,5691011121619262831
2206,"마스터키친 현대백화점 판교점","기타/세계-퓨전푸드","(031) 5170-2022","경기 성남시 분당구 백현동 541",4.1,"가족외식 , 어른과 함께라면 , 술 못마시는 친구와 함께 , 외국 현지 음식(for 외국인) , 일상데이트 , 점심식사 , 드라이브","/restaurant/restimg/000/zzmenuimg/t4006802_z.jpg","/restaurant/restimg/000/menuimg/t4006802.jpg,/restaurant/restimg/000/menuimg/t4006804.jpg,/restaurant/restimg/000/menuimg/t4006805.jpg,/restaurant/restimg/000/menuimg/t4006807.jpg,/restaurant/restimg/000/t400680a.jpg","10:30 ~ 22:30","주차가능, 주차방법: 유료, 주차장소: 타워","판교 현대백화점 식품관에 위치한 퓨젼요리전문점 ‘마스터키친’을 소개한다. 단촐하게 6가지 메뉴만을 요리하고있지만 그 음식을 먹으러 항상 사람들이 줄 서 있다. 현대백화점에 들른다면 ‘마스터키친’에 방문해보는 건 어떨까",0,"10,000 ~ 20,000원",0,0,0,146789111213161718242529
2207,"트윗젤","카페/주점-카페","(031) 5170-2007","경기 성남시 분당구 백현동 541",4.1,"가족외식 , 아이와 함께라면 , 술 못마시는 친구와 함께 , 외국 현지 음식(for 외국인) , 일상데이트 , 브런치 , 드라이브 , 베이커리","/restaurant/restimg/007/zzmenuimg/d4022773_z.jpg","/restaurant/restimg/007/menuimg/d4022773.jpg,/restaurant/restimg/007/menuimg/d4022771.jpg,/restaurant/restimg/007/menuimg/d4022772.jpg,/restaurant/restimg/007/menuimg/d40227714.jpg,/restaurant/restimg/007/menuimg/d40227715.jpg,/restaurant/restimg/007/menuimg/d40227716.jpg,/restaurant/restimg/007/d402277a.jpg","10:30 ~ 22:30","주차가능, 주차방법: 유료, 주차장소: 타워","판교 현대백화점 위치한 프레즐카페 맛집 ‘트윗젤’을 소개한다. 판교 현대백화점 5층을 지나다보면 정말 길게 늘어서있는 줄 하나를 발견할 수 있는데 그곳이 바로 프레즐카페 트윗젤. 직원들이 바쁘게 프레즐을 만드는데도 인기가 너무 많아 항상 물량이 부족하다. 프레즐은 기본맛과 함께 시나몬 아몬드 어니언 등등의 여러가지 맛을 돋우는 소스도 함꼐 구입할 수 있으니 참고하도록하자. 판교 현대백화점에 들른다면 ‘트윗젤’에 방문해보는 건 어떨까",0,"5,000 ~ 10,000원",0,0,0,46710121314151621222729
2208,"놋전국수","한식-일반한식","(054) 749-2162","경북 경주시 사정동 165-24",3.5,"어른과 함께라면 , 일상데이트 , 점심식사 , 비오는날 , 닭볶음탕 , 회 , 소주 , 가성비 좋은 맛집 , 밥 , 한식 면요리","/restaurant/restimg/000/zzmenuimg/h70234014_z.jpg","/restaurant/restimg/000/menuimg/h70234014.jpg,/restaurant/restimg/000/menuimg/h70234020.jpg,/restaurant/restimg/000/menuimg/h70234021.jpg,/restaurant/restimg/000/menuimg/h7023401.jpg,/restaurant/restimg/000/h702340a.jpg","11:00 ~ 19:00","주차안됨","조용한 시골 한적한 곳에 위치한 국숫집 조용한 시골 한적한 곳에 위치한 국숫집이다. 주문을 하면 그 자리에서 국수를 삶기 시작하기 때문에 조금 기다려야 한다. 투박한 양은 그릇에 담겨나오는 국수에 김치와 김가루, 호박, 양념장이 올라가 있다. 멸치 육수의 향도 좋다. 오래된 전통의 맛집이다.",0,"5,000 ~ 10,000원",0,0,0,14568101112161819202122242830
2209,"프리쉐이드","카페/주점-카페","(054) 771-5726","경북 경주시 용강동 1461",3.7,"일상데이트 , 비오는날 , 더운날 , 야외테라스 , 전망 좋은 곳 , 드라이브 , 주차공간 , 포장 가능 , 로스팅&핸드드립 카페 , 빙수 , 베이커리","/restaurant/restimg/001/zzmenuimg/d70116115_z.jpg","/restaurant/restimg/001/menuimg/d70116115.jpg,/restaurant/restimg/001/menuimg/d70116125.jpg,/restaurant/restimg/001/menuimg/d70116130.jpg,/restaurant/restimg/001/menuimg/d7011611.jpg,/restaurant/restimg/001/menuimg/d7011612.jpg,/restaurant/restimg/001/menuimg/d7011613.jpg,/restaurant/restimg/001/d701161a.jpg","11:00 ~ 22:30","15대, 주차방법: 무료, 주차장소: 업소앞","품질 좋은 산지의 생두만을 직접 로스팅하여 맛과 향 건강까지 생각한 신선한 커피를 제공하는 프리 쉐이드를 소개한다. 깔끔하고 편안한 내부와 야외 테라스도 구성되어 있어서 주변 경치를 관람하면서 여유롭게 즐길 수 있는 곳이다. 깊은 향의 드립 커피와 마음을 진정시켜주는 쟈스민 허브티는 평화롭게 해주며, 달콤하면서도 새콤한 블루베이 요거트 스무디는 더운 여름날 자주 찾는 대표 메뉴이다. 친절하고 다양한 메뉴를 즐길 수 있는 프리 쉐이드를 추천한다.",0,"5,000원미만",0,0,0,1210121516212225262931
2210,"도솔마을","한식-한정식","(054) 748-9232","경북 경주시 황남동 71-2",3.4,"가족외식 , 상견례 , 어른과 함께라면 , 아이와 함께라면 , 전통 한국 음식(for 외국인) , 일상데이트 , 점심식사 , 접대 , 송년/신년회 , 야외테라스 , 동동주/막걸리 , 밥","/restaurant/restimg/002/zzmenuimg/h7023324_z.jpg","/restaurant/restimg/002/menuimg/h7023324.jpg,/restaurant/restimg/002/menuimg/h70233222.jpg,/restaurant/restimg/002/menuimg/h70233223.jpg,/restaurant/restimg/002/menuimg/h7023321.jpg,/restaurant/restimg/002/menuimg/h7023322.jpg,/restaurant/restimg/002/menuimg/h7023323.jpg,/restaurant/restimg/002/h702332a.jpg","11:00 ~ 21:00 Break time 15:00~17:00","5대, 주차방법: 무료, 주차장소: 전용","고풍스런 한옥집의 한정식 전문점 고풍스런 한옥집의 분위기를 즐길 수 있는 한정식 전문점이다. 모닥불을 피우려고 마당에 둔 가마솥이나 한지에 쓴 메뉴판 등이 정취를 더해준다. 한 상 가득히 반찬이 나오며, 그 중에서도 닭볶음탕과 마늘잎 고추장무침이 인기다.",0,"10,000 ~ 20,000원",0,0,0,2456111213151719212325272830
2211,"카페귤꽃","카페/주점-카페","(064) 784-2012","제주 제주시 조천읍 함덕리 3527-1",4.4,"아이와 함께라면 , 술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 비오는날 , 베이커리 , 제주 산굼부리","/restaurant/restimg/001/zzmenuimg/d60063111_z.jpg","/restaurant/restimg/001/menuimg/d60063111.jpg,/restaurant/restimg/001/menuimg/d60063115.jpg,/restaurant/restimg/001/menuimg/d60063116.jpg,/restaurant/restimg/001/menuimg/d6006311.jpg,/restaurant/restimg/001/menuimg/d6006312.jpg,/restaurant/restimg/001/menuimg/d6006313.jpg,/restaurant/restimg/001/d600631a.jpg","11:00 ~ 18:00","주차안됨","아기자기함이 매력적인 ‘카페귤꽃’. 가게 옆에 자리 잡고 있는 귤꽃밭이 먼저 손님들을 반기고, 내부는 아기자기한 소품들로 아늑한 분위기를 연출한다. ‘카페귤꽃’에 왔으니 귤을 이용한 음료를 먹어보는 것도 추천!! 제주도에서 조용하고 여유로운 공간에서 힐링 하기에 딱 좋은 카페 ‘카페귤꽃’. 제주도에 와서 소중한 사람들과 행복한 시간을 만들고 싶다면 ‘카페귤꽃’을 방문해 보는 것은 어떨까.",0,"5,000 ~ 10,000원",0,0,0,1268111213141617192425262931
3035,"대관령한우마을","한식-생고기/등심","(033) 636-6362","강원 속초시 조양동 1550-1",4,"가족외식 , 어른과 함께라면 , 아이와 함께라면 , 술 못마시는 친구와 함께 , 전통 한국 음식(for 외국인) , 접대 , 포장 가능 , 구이 , 한우전문점 , 몸보신 , 고기 보양식","/restaurant/restimg/000/zzmenuimg/h20143015_z.jpg","/restaurant/restimg/000/menuimg/h20143015.jpg,/restaurant/restimg/000/menuimg/h20143016.jpg,/restaurant/restimg/000/menuimg/h20143017.jpg,/restaurant/restimg/000/menuimg/h20143018.jpg,/restaurant/restimg/000/menuimg/h20143019.jpg,/restaurant/restimg/000/menuimg/h20143020.jpg,/restaurant/restimg/000/h201430a.jpg","10:00 ~ 22:30","20대, 주차방법: 무료, 주차장소: 전용","질 좋은 한우를 저렴한 가격에 맛볼 수 있는 ‘대관령한우마을’. 속초에 위치한 ‘대관령한우마을’은 한우를 직접 구매하여 구워먹는 정육 식당으로 깔끔하고 넓은 좌석이 준비되어 있는 곳이다. 정육식당이기 때문에 저렴한 가격에 한우를 구입할 수 있으며, 따로 세팅비를 받지 않아 더욱 이득이다. 입에서 사르르 녹는 한우를 마음껏 즐길 수 있는 곳! 속초 한우 맛집 ‘대관령한우마을’에 들러 가족끼리 외식 한번 해보는 것은 어떨까.",0,"30,000 ~ 50,000원",0,0,0,79101316192223242830
3036,"맵고단신촌알쌈 신부동점","한식-기타","(041) 552-2927","충남 천안시 동남구 신부동 459-10",4.4,"어른과 함께라면 , 술 마시는 친구와 함께 , 일상데이트 , 비오는날 , 더운날 , 포장 가능 , 맥주 , 소주 , 매운음식","/restaurant/restimg/008/zzmenuimg/h30241821_z.jpg","/restaurant/restimg/008/menuimg/h30241821.jpg,/restaurant/restimg/008/menuimg/h3024185.jpg,/restaurant/restimg/008/menuimg/h30241827.jpg,/restaurant/restimg/008/menuimg/h3024181.jpg,/restaurant/restimg/008/menuimg/h3024182.jpg,/restaurant/restimg/008/menuimg/h3024183.jpg,/restaurant/restimg/008/h302418a.jpg","11:00 ~ 23:00","주차안됨","매콤한 쭈꾸미 요리전문점 “신촌알쌈”을 소개한다. 수년간 쌓아온 양념배합 노하우를 바탕으로 매일 신선한 쭈꾸미를 사용하여 맛있는 음식을 제공한다. 쭈꾸미, 계란찜, 볶음밥의 삼단콤보로 환상의 궁합을 자랑하며, 신촌알쌈에서만 만날 수 있는 깻잎과 날치알 그리고 쭈꾸미의 만남은 최고의 조합을 자랑한다. 맵고단 신촌알쌈에서 아찔한 매콤함을 흠뻑 만끽해보자!",0,"5,000 ~ 10,000원",0,0,0,45891215171820212426
3037,"폴바셋 파미에스테이션점","카페/주점-커피전문","(02) 6282-3025","서울 서초구 반포동 118-3 파미에스테이션 FP 102호",3.7,"어른과 함께라면 , 아이와 함께라면 , 술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 더운날 , 베이커리 카페 , 베이커리","/restaurant/restimg/009/zzmenuimg/d1029299_z.jpg","/restaurant/restimg/009/menuimg/d1029299.jpg,/restaurant/restimg/009/menuimg/d10292924.jpg,/restaurant/restimg/009/menuimg/d10292935.jpg,/restaurant/restimg/009/menuimg/d1029291.jpg,/restaurant/restimg/009/menuimg/d1029292.jpg,/restaurant/restimg/009/menuimg/d1029293.jpg,/restaurant/restimg/009/d102929a.jpg","08:00 ~ 22:00","500대, 주차방법: 시간제무료, 주차장소: 전용","월드 바리스타 챔피언인 폴 바셋(Paul Bassett)의 이름을 따서 선보인 이 브랜드는 전 세계 커피 산지와 농장에서 직접 엄선한 스페셜티급 생두로 다양한 싱글 오리진 커피를 판매하고 있다. 스페셜티 커피는 미국스페셜티 커피협회(SCAA • Specialty Coffee Association of America)에서 정한 기준에 맞는 커피를 말하며, 이상적인 기후와 토양, 적합한 재배 조건에서 생산된 우수한 품질의 생두를 엄격한 기준과 규칙을 적용해 로스팅한 최상의 커피다. 또한 상하목장 아이스크림은 진한 밀크 아이스크림의 맛과 녹차, 바나나 등 특유의 깔끔한 맛이 더해져, 여느 아이스크림과는 다른 부드러운 맛을 느낄 수 있다. 인공색소나 합성 착향료를 넣지 않아 건강하게 즐길 수 있다.",0,"5,000 ~ 10,000원",0,0,0,25671316181920242730
3038,"국수만찬","한식","(064) 749-2396","제주 제주시 연동 293-58",4.4,"술 마시는 친구와 함께 , 전통 한국 음식(for 외국인) , 일상데이트 , 점심식사 , 더운날 , 곱창/막창 , 맥주 , 소주 , 가성비 좋은 맛집 , 국물요리 , 한식 면요리","/restaurant/restimg/009/zzmenuimg/h6017793_z.jpg","/restaurant/restimg/009/menuimg/h6017793.jpg,/restaurant/restimg/009/menuimg/h6017795.jpg,/restaurant/restimg/009/menuimg/h6017798.jpg,/restaurant/restimg/009/menuimg/h60177917.jpg,/restaurant/restimg/009/menuimg/h6017791.jpg,/restaurant/restimg/009/menuimg/h6017792.jpg,/restaurant/restimg/009/h601779a.jpg","11:30 ~ 21:30 Break time 14:30~17:00, 화요일 점심영업","주차안됨","저렴한 가격에 제주도 고기국수를 푸짐하게 먹을 수 있는 ‘국수만찬’ 제주도 주민이라면 누구나 다 안다는 국수 전문점 ‘국수만찬’. 제주도 대표 국수인 고기국수를 저렴한 가격에 푸짐하게 제공하고 있다. 뿐만 아니라 비빔국수, 물만두 등 이 곳의 다양한 메뉴는 여러 손님들의 입맛을 만족시킨다. 친절함이 베여 있어 기분 좋게 식사를 할 수 있는 곳이기도 하다. 제주도 고기국수를 찾고 있다면 ‘국수만찬’에 들러 배불리 한 끼를 해결해 보는 것은 어떨까.",0,"5,000 ~ 10,000원",0,0,0,12356791013161819202124262931
3119,"리북집 신사점","한식-족발/보쌈","(02) 515-8589","서울 강남구 신사동 537-10",3.8,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 일상데이트 , 족발 , 맥주 , 소주 , 매운음식 , 생생정보통 , 맛있는TV","/restaurant/restimg/005/zzmenuimg/h1202755_z.jpg","/restaurant/restimg/005/menuimg/h1202755.jpg,/restaurant/restimg/005/menuimg/h1202759.jpg,/restaurant/restimg/005/menuimg/h12027517.jpg,/restaurant/restimg/005/menuimg/h1202751.jpg,/restaurant/restimg/005/menuimg/h1202752.jpg,/restaurant/restimg/005/menuimg/h1202753.jpg,/restaurant/restimg/005/h120275a.jpg","11:00 ~ 05:00","2대, 주차방법: 무료, 주차장소: 업소앞","언제나 부담 없고 편안하게 찾을 수 있는 오래된 친구 같은 콘셉트로 한 족발 주점 리북집 신사점을 소개한다. 기존의 족발의 단점을 보완하여 다양한 맛의 족발을 개발하여 최고의 맛을 추구하는 곳이다. 차별화된 새로운 형태의 분위기와 맛과 특징으로 항상 사람들이 줄 서서 기다린다.",0,"20,000 ~ 30,000원",0,0,0,2457101113141718192023242526272931
3039,"카페드마티네 수원ak플라자점","카페/주점-카페","(031) 240-1634","경기 수원시 팔달구 매산로1가 18 6층",3,"아이와 함께라면 , 술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 점심식사 , 주차공간 , 포장 가능 , 로스팅&핸드드립 카페 , 케이크 , 와플 , 기타 달콤한 음식","/restaurant/restimg/000/zzmenuimg/d40237011_z.jpg","/restaurant/restimg/000/menuimg/d40237011.jpg,/restaurant/restimg/000/menuimg/d40237032.jpg,/restaurant/restimg/000/menuimg/d40237037.jpg,/restaurant/restimg/000/menuimg/d40237038.jpg,/restaurant/restimg/000/menuimg/d4023701.jpg,/restaurant/restimg/000/menuimg/d4023702.jpg,/restaurant/restimg/000/d402370a.jpg","10:30 ~ 21:30","주차가능, 주차방법: 유료, 주차장소: 전용","수원역 커피 맛집 카페드마티네를 소개한다. 깔끔한 원목 인테리어로 차분한 분위기에서 커피를 즐길 수 있는 카페드마티네. 이 곳의 인기메뉴는 부드러운 식감과 강한 커피향과 맛이 나는 원두모양의 빵이 들어있는 커피볼이다. 커피볼과 함께 깔끔한 맛의 아메리카노도 인기가 많다. 수원ak플라자에서 커피로 힐링하는 시간을 갖고 싶다면 카페드마티네에 방문해보는 것을 추천한다.",0,"5,000원미만",0,0,0,12345691016171820212223
3040,"신사소곱창 성수점","한식-곱창/양구이","(02) 466-5047","서울 성동구 성수동2가 314-38",4.3,"가족외식 , 어른과 함께라면 , 술 마시는 친구와 함께 , 일상데이트 , 비오는날 , 포장 가능 , 곱창/대창 , 맥주 , 소주","/restaurant/restimg/002/zzmenuimg/h1210224_z.jpg","/restaurant/restimg/002/menuimg/h1210224.jpg,/restaurant/restimg/002/menuimg/h1210228.jpg,/restaurant/restimg/002/menuimg/h12102212.jpg,/restaurant/restimg/002/menuimg/h12102213.jpg,/restaurant/restimg/002/menuimg/h12102214.jpg,/restaurant/restimg/002/menuimg/h12102210.jpg,/restaurant/restimg/002/h121022a.jpg","17:00 ~ 03:00 일요일 17:00~24:00","주차안됨","성수역 소곱창 맛집 “신사소곱창 성수점”를 소개한다. 사람들의 낙서 인테리어가 시선을 사로잡는 이 곳은 북적북적한 분위기에서 식사할 수 있다. 곱창들은 물론, 그에 곁들여 먹을 수 있는 국수 , 볶음밥 등이 준비되어 있어 푸짐한 한 끼 식사를 할 수 있을 것이다. 모듬곱창과 소곱창이 이곳에서 가장 인기가 좋은 대표 메뉴. 소곱창을 좋아한다면 성수역 소곱창 맛집, “신사소곱창 성수점”을 추천한다.",0,"10,000 ~ 20,000원",0,0,0,12367131617182021222728
3041,"이비가짬뽕 월평점","중식-일반","(042) 482-7484","대전 서구 월평1동 940",3.5,"술 못마시는 친구와 함께 , 점심식사 , 포장 가능 , 국물요리 , 매운음식 , 중식 면요리 , 블랙데이","/restaurant/restimg/001/zzmenuimg/c3000613_z.jpg","/restaurant/restimg/001/menuimg/c3000613.jpg,/restaurant/restimg/001/menuimg/c30006116.jpg,/restaurant/restimg/001/menuimg/c3000614.jpg,/restaurant/restimg/001/menuimg/c30006118.jpg,/restaurant/restimg/001/menuimg/c30006119.jpg,/restaurant/restimg/001/menuimg/c3000612.jpg,/restaurant/restimg/001/c300061a.jpg","10:00 ~ 21:00","3대, 주차방법: 무료, 주차장소: 업소앞/주차권 제공","대전에서 시작한 짬뽕 전문 체인점 이비가짬뽕의 월평지점이다. 깔끔한 맛의 국물이 특징이다. 순한 짬뽕을 시키면 일반 짬뽕과는 다른 노르스름한 색깔의 국물을 맛볼 수 있고, 미니 공깃밥이 제공되어 밥도 말아 먹을 수 있다. 찹쌀을 사용하여 만든 탕수육은 쫄깃하게 씹히는 맛이 별미이다.",0,"5,000 ~ 10,000원",0,0,0,12791012181921293031
3042,"카페사미루","카페/주점-카페","(02) 3217-6485","서울 종로구 평창동 114-8",3.9,"술 못마시는 친구와 함께 , 소개팅 , 일상데이트 , 점심식사 , 브런치 , 야외테라스 , 전망 좋은 곳 , 주차공간 , 포장 가능 , 갤러리카페 , 전통차카페 , 베이커리","/restaurant/restimg/008/zzmenuimg/d1027885_z.jpg","/restaurant/restimg/008/menuimg/d1027885.jpg,/restaurant/restimg/008/menuimg/d10278813.jpg,/restaurant/restimg/008/menuimg/d1027881.jpg,/restaurant/restimg/008/menuimg/d1027882.jpg,/restaurant/restimg/008/menuimg/d1027883.jpg,/restaurant/restimg/008/menuimg/d10278827.jpg,/restaurant/restimg/008/d102788a.jpg","11:00 ~ 22:00","4대, 주차방법: 무료, 주차장소: 업소앞","북한산의 전망을 볼 수 있는 멋진 카페 사미루를 소개한다. 김종영미술관 신관에 위치한 카페 사미루는 건물 자체가 볼거리인데다가 무료로 작품을 감상할 수 있다. 북한산을 배경으로 고급스러운 단독 저택들로 둘러 싸인 한적한 곳에 있어서 아주 조용하다. 사미루라는 이름은 김종영 창원 생가의 별채 이름에서 따왔다고 한다. 사미루는 네가지의 아름다움을 갖춘 곳이라는 의미로 북한산과 세검정까지 주변의 풍광을 감상할 수 있게 3면이 탁 트인 통유리 되어있다.",0,"5,000 ~ 10,000원",0,0,0,2412131415161719222326272829
3043,"뒤뜰황소곱창","한식-곱창/양구이","(031) 272-8892","경기 용인시 수지구 상현동 66-9",4.2,"어른과 함께라면 , 술 마시는 친구와 함께 , 점심식사 , 주차공간 , 곱창/막창 , 맥주 , 소주","/restaurant/restimg/007/zzmenuimg/h4929575_z.jpg","/restaurant/restimg/007/menuimg/h4929575.jpg,/restaurant/restimg/007/menuimg/h4929572.jpg,/restaurant/restimg/007/menuimg/h4929578.jpg,/restaurant/restimg/007/menuimg/h4929579.jpg,/restaurant/restimg/007/menuimg/h49295710.jpg,/restaurant/restimg/007/menuimg/h49295711.jpg,/restaurant/restimg/007/h492957a.jpg","17:00 ~ 24:00 자세히보기","50대, 주차방법: 유료, 주차장소: 임대","마늘을 넣은 곱창구이가 인기인 한식당이다. 상현공원 부근의 활기찬 분위기의 장소이며, 곱이 가득한 곱창구이가 인기메뉴이다. 마늘이 들어간 곱창과 김치, 양파를 함께 볶아 고소한 맛을 즐길 수 있다.",0,"10,000 ~ 20,000원",0,0,0,167891115171920222326272829
3120,"홍홍양꼬치","기타/세계","(070) 7363-8076","경남 창원시 성산구 반지동 76-3 2층",3.9,"술 마시는 친구와 함께 , 외국 현지 음식(for 외국인) , 일상데이트 , 더운날 , 양갈비 , 양꼬치 , 중식 면요리 , 블랙데이 , 창원마산야구장 , 창원 진해군항제","/restaurant/restimg/007/zzmenuimg/t7001574_z.jpg","/restaurant/restimg/007/menuimg/t7001574.jpg,/restaurant/restimg/007/menuimg/t7001571.jpg,/restaurant/restimg/007/menuimg/t7001572.jpg,/restaurant/restimg/007/menuimg/t7001573.jpg,/restaurant/restimg/007/menuimg/t7001575.jpg,/restaurant/restimg/007/menuimg/t7001576.jpg,/restaurant/restimg/007/t700157a.jpg","17:00 ~ 01:00 Last Order: 23:00","50대, 주차방법: 무료, 주차장소: 임대/공영주차장 1시간 무료","양고기는 소고기보다 더 많은 아미노산을 갖고 있고 비타민, 칼슘도 풍부해서 몸을 따뜻하게 해주니 요즘 같은 겨울철엔 더 좋은 음식이다. 아담하지만 그래서 더 친근한 홍홍양꼬치는 명품 참숯을 사용해 양고기를 더욱 맛있게, 냄새 걱정 없이 즐길 수 있다. 몸에도 좋고 맛도 좋은 양고기는 술 안주로도 안성맞춤이다. 양꼬치 외에도 왕갈비, 어깨살, 갈비살 등 보기만해도 군침도는 양고기가 반긴다. 그 중에서도 마늘과 함께 구워먹는 고소한 양꼬치는 단연 인기 메뉴다. 매일 같이 먹는 삼겹살에 소주 대신 양꼬치에 소주 한 잔 어떨까?",0,"10,000 ~ 20,000원",0,0,0,2348101214171920212224252930
